cycle_id,lane,manifest_progress_sha256,row_id,canonical_tag,category,post_count,review_status,review_reason,evidence_refs,audit_note
cycle-0006,1,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-040829,musekinin_shuugoutai_(synthesizer_v),Copyright,126,REVIEWED_UNRESOLVED,No trustworthy first-party Japanese title evidence established in bounded pass,,Do not infer title identity from current translation alone.
cycle-0006,1,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-040847,gwent_(game),Copyright,125,REVIEWED_UNRESOLVED,Official Japanese title not safely established in bounded pass,,Current title plausible but retained unresolved without direct first-party confirmation.
cycle-0006,1,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-040857,orguss,Copyright,125,REVIEWED_UNRESOLVED,First-party title evidence not established in bounded pass,,Avoid treating common title knowledge as sufficient external evidence.
cycle-0006,1,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-040861,robin_hood_(disney_movie),Copyright,125,REVIEWED_UNRESOLVED,Japanese Disney title evidence not established in bounded pass,,Animated property remains in scope but title confirmation was not safe enough for HIGH.
cycle-0006,1,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-040895,huayangshan_jishi,Copyright,123,REVIEWED_UNRESOLVED,Ambiguous title identity and no trustworthy first-party Japanese rendering established,,Preserve original-script identity rather than guess Japanese rendering.
cycle-0006,1,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-040903,serial_experiments_lain_(ps1_game),Copyright,123,REVIEWED_UNRESOLVED,Game-specific official title evidence not established in bounded pass,,Do not conflate franchise/anime title with PS1 game tag without first-party evidence.
cycle-0006,1,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-040918,hua_jianghu_zhi_bei_mo_ting,Copyright,122,REVIEWED_UNRESOLVED,Ambiguous Chinese property identity and Japanese rendering not established,,No safe HIGH-confidence normalization.
cycle-0006,1,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-040949,metroid_(classic),Copyright,121,REVIEWED_UNRESOLVED,Classic-tag scope versus franchise title not safely disambiguated in bounded pass,,Avoid collapsing a qualified tag to umbrella title without direct evidence.
cycle-0006,1,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-040952,sergestid_shrimp_in_tungkang,Copyright,121,REVIEWED_UNRESOLVED,Property identity and official Japanese title not established,,Current Chinese title cannot be safely normalized to Japanese.
cycle-0006,1,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-040976,silent_hill_1,Copyright,120,REVIEWED_UNRESOLVED,Series evidence found but first-game-specific title mapping not directly established,https://www.konami.com/games/corporate/ja/news/topics/20260213s/,KONAMI confirms the first entry released in 1999 but bounded pass did not establish whether qualified tag should display bare series title.
cycle-0006,1,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-040979,wild_flower,Copyright,120,REVIEWED_UNRESOLVED,Generic canonical identity is ambiguous and no first-party property evidence established,,Unsafe to infer which work the tag denotes.
